yearID,lgID,teamID,franchID,divID,Rank,G,Ghome,W,L,DivWin,WCWin,LgWin,WSWin,R,AB,H,2B,3B,HR,BB,SO,SB,CS,HBP,SF,RA,ER,ERA,CG,SHO,SV,IPouts,HA,HRA,BBA,SOA,E,DP,FP,name,park,attendance,BPF,PPF,teamIDBR,teamIDlahman45,teamIDretro
1890,NL,PIT,PIT,,8,138,,23,113,,,N,N,597,4739,1088,160,43,20,408,458,208,,,,1235,780,5.97,119,3,0,3528,1520,52,573,381,607,,0.89,Pittsburg Alleghenys,Recreation Park,16064,88,92,PIT,PIT,PIT
1890,PL,PTP,PBB,,6,128,,60,68,,,N,,835,4577,1192,168,113,35,569,375,249,,,,892,523,4.22,121,7,0,3348,1267,32,334,318,512,,0.9,Pittsburgh Burghers,,,92,92,PBB,PTP,PTP
1890,AA,RC2,ROC,,5,133,,63,63,,,N,N,709,4553,1088,131,64,31,446,538,310,,,,711,459,3.56,122,5,2,3483,1115,19,530,477,416,,0.92,Rochester Broncos,Culver Field I,,93,92,ROC,RC2,RC2
1890,AA,SL4,STL,,3,139,,78,58,,,N,N,870,4800,1308,178,73,48,474,490,307,,,,736,487,3.67,118,4,1,3585,1127,38,447,733,472,,0.91,St. Louis Browns,Sportsman's Park I,,114,111,STL,SL4,SL4
1890,AA,SR2,SYS,,7,128,,55,72,,,N,N,698,4469,1158,151,59,14,457,482,292,,,,831,603,4.98,115,5,0,3267,1158,28,518,454,391,,0.92,Syracuse Stars,Star Park II,,90,91,SYR,SR2,SR2
1890,AA,TL2,TLM,,4,134,,68,64,,,N,N,739,4575,1152,152,108,24,486,558,421,,,,689,458,3.56,122,4,2,3477,1122,23,429,533,419,,0.92,Toledo Maumees,Speranza Park,,103,102,TOL,TL2,TL2
1891,AA,BL3,BLO,,4,139,,71,64,,,N,,850,4771,1217,142,99,30,551,553,342,,,,798,464,3.43,118,6,2,3651,1238,33,472,408,503,,0.91,Baltimore Orioles,Union Park,,101,100,BAL,BL3,BL3
1891,NL,BRO,LAD,,6,137,,61,76,,,N,,765,4748,1233,200,69,23,464,435,337,,,,820,516,3.86,121,8,3,3612,1272,40,459,407,432,,0.92,Brooklyn Grooms,Eastern Park,181477,99,99,BRO,BRO,BRO
1891,AA,BS2,BRS,,1,139,,93,42,,,Y,,1028,4889,1341,163,100,52,651,499,447,,,,675,410,3.03,108,9,7,3657,1158,42,497,524,392,,0.93,Boston Reds,Congress Street Grounds,,103,99,BOS,BS2,BS2
1891,NL,BSN,ATL,,1,140,,87,51,,,Y,,847,4956,1264,181,80,54,532,538,289,,,,658,381,2.76,126,9,6,3723,1223,51,364,525,358,,0.93,Boston Beaneaters,South End Grounds II,184472,112,109,BSN,BSN,BSN
1891,NL,CHN,CHC,,2,137,,82,53,,,N,,832,4873,1233,159,88,60,526,457,238,,,,730,470,3.47,114,6,3,3660,1207,53,475,477,397,,0.93,Chicago Colts,South Side Park I,181431,106,105,CHC,CHN,CHN
1891,NL,CIN,CIN,,7,138,,56,81,,,N,,646,4791,1158,148,90,40,414,439,244,,,,790,480,3.55,125,6,1,3654,1234,40,465,393,409,,0.93,Cincinnati Reds,League Park I in Cincinnati,97500,101,101,CIN,CIN,CIN
1891,NL,CL4,CLV,,5,141,,65,74,,,N,,835,5074,1294,183,88,22,519,464,242,,,,888,484,3.5,118,1,3,3732,1371,24,466,400,485,,0.92,Cleveland Spiders,League Park I,132000,104,103,CLV,CL4,CL4
1891,AA,CL6,CLS,,6,138,,61,76,,,N,,702,4697,1113,154,61,20,529,530,280,,,,777,505,3.75,118,6,0,3639,1141,29,588,502,379,,0.93,Columbus Solons,Recreation Park II,,95,93,COL,CL6,CL6
1891,AA,CN3,CKK,,7,102,,43,57,,,N,,549,3574,838,105,58,28,428,385,164,,,,643,344,3.43,86,2,1,2706,921,20,446,331,389,,0.91,Cincinnati Kelly's Killers,East End Park,,108,110,CKK,CN3,CN3
1891,AA,LS2,LOU,,8,141,,54,83,,,N,,713,4833,1247,130,69,17,443,473,230,,,,890,582,4.27,128,9,1,3678,1353,33,464,485,458,,0.92,Louisville Colonels,Eclipse Park I,,97,97,LOU,LS2,LS2
1891,AA,ML3,MLA,,3,36,,21,15,,,N,,227,1271,332,58,15,13,107,114,47,,,,156,86,2.5,35,3,0,927,291,6,120,137,116,,0.92,Milwaukee Brewers,Athletic Field,,120,118,MIL,ML3,ML3
1891,NL,NY1,SFG,,3,136,,71,61,,,N,,754,4833,1271,189,72,46,438,394,224,,,,711,400,2.99,117,11,3,3612,1098,27,593,651,384,,0.93,New York Giants,Polo Grounds III,210568,96,96,NYG,NY1,NY1
1891,AA,PH4,PHQ,,5,143,,73,66,,,N,,817,5039,1301,182,123,55,447,548,149,,,,794,549,4.01,135,3,0,3699,1274,35,520,533,389,,0.93,Philadelphia Athletics,Athletic Park,,103,103,PHA,PH4,PH4
1891,NL,PHI,PHI,,4,138,,68,69,,,N,,756,4929,1244,180,51,21,482,412,232,,,,773,509,3.73,105,3,5,3687,1280,29,505,343,443,,0.92,Philadelphia Phillies,Philadelphia Baseball Grounds,217282,103,102,PHI,PHI,PHI
1891,NL,PIT,PIT,,8,137,,55,80,,,N,,679,4794,1148,148,71,29,427,503,205,,,,744,384,2.89,122,7,2,3591,1160,31,465,446,475,,0.91,Pittsburgh Pirates,Exposition Park,128000,97,98,PIT,PIT,PIT
1891,AA,SL4,STL,,2,141,,85,51,,,N,,976,5005,1330,169,51,58,625,440,283,,,,753,444,3.27,103,8,5,3666,1106,50,576,621,466,,0.92,St. Louis Browns,Sportsman's Park I,,108,108,STL,SL4,SL4
1891,AA,WS9,WAS,,9,139,,44,91,,,N,,691,4715,1183,147,84,19,468,485,219,,,,1067,634,4.83,123,2,2,3543,1420,44,566,486,589,,0.9,Washington Statesmen,Boundary Field,,95,100,WAS,WS9,WS9
1892,NL,BLN,BLO,,12,152,,46,101,,,N,,779,5296,1342,160,111,30,499,480,227,,,,1020,617,4.28,131,2,2,3894,1537,51,536,437,584,,0.91,Baltimore Orioles,Union Park,93589,103,104,BLN,BLN,BLN
1892,NL,BRO,LAD,,3,158,,95,59,,,N,,935,5485,1439,183,105,30,629,506,409,,,,733,507,3.25,132,12,5,4215,1285,26,600,597,398,,0.94,Brooklyn Grooms,Eastern Park,183727,96,96,BRO,BRO,BRO
1892,NL,BSN,ATL,,1,152,,102,48,,,Y,,862,5301,1324,203,51,34,526,488,338,,,,649,425,2.86,142,15,1,4008,1156,41,460,509,454,,0.92,Boston Beaneaters,South End Grounds II,146421,109,107,BSN,BSN,BSN
1892,NL,CHN,CHC,,7,147,,70,76,,,N,,635,5063,1188,149,92,26,427,482,233,,,,735,456,3.16,133,6,1,3894,1269,35,424,518,424,,0.93,Chicago Colts,South Side Park I,109067,94,94,CHC,CHN,CHN
1892,NL,CIN,CIN,,5,155,,82,68,,,N,,766,5349,1288,155,75,44,503,474,270,,,,731,485,3.17,130,8,2,4131,1327,39,535,437,402,,0.93,Cincinnati Reds,League Park I in Cincinnati,196473,99,99,CIN,CIN,CIN
1892,NL,CL4,CLV,,2,153,,93,56,,,N,,855,5412,1375,196,96,26,552,536,225,,,,613,358,2.41,140,11,2,4008,1178,28,413,472,406,,0.93,Cleveland Spiders,League Park I,139928,104,103,CLV,CL4,CL4
1892,NL,LS3,LOU,,9,154,,63,89,,,N,,649,5334,1208,133,61,18,433,508,275,,,,804,500,3.34,147,9,0,4038,1358,26,447,430,469,,0.92,Louisville Colonels,Eclipse Park I,131159,91,93,LOU,LS3,LS3
1892,NL,NY1,SFG,,8,153,,71,80,,,N,,811,5291,1326,173,85,39,510,469,301,,,,826,483,3.29,139,5,1,3966,1165,32,635,641,565,,0.91,New York Giants,Polo Grounds III,130566,99,98,NYG,NY1,NY1
1892,NL,PHI,PHI,,4,155,,87,66,,,N,,860,5413,1420,225,95,50,528,515,216,,,,690,449,2.93,131,10,5,4137,1297,24,492,502,393,,0.93,Philadelphia Phillies,Philadelphia Baseball Grounds,193731,100,99,PHI,PHI,PHI
1892,NL,PIT,PIT,,6,155,,80,73,,,N,,802,5469,1288,143,108,38,435,453,222,,,,796,464,3.1,130,3,1,4041,1300,28,537,455,480,,0.92,Pittsburgh Pirates,Exposition Park,177205,100,100,PIT,PIT,PIT
1892,NL,SLN,STL,,11,155,,56,94,,,N,,703,5259,1187,138,53,45,607,491,209,,,,922,627,4.2,139,4,1,4032,1466,47,543,478,453,,0.92,St. Louis Browns,Sportsman's Park I,192442,105,104,STL,SLN,SLN
1892,NL,WAS,WAS,,10,153,,58,93,,,N,,731,5204,1245,149,78,37,529,553,276,,,,869,506,3.46,129,5,3,3945,1293,40,556,479,547,,0.91,Washington Senators,Boundary Field,128279,97,99,WHS,WSN,WSN
1893,NL,BLN,BLO,,8,130,,60,70,,,N,,820,4651,1281,164,86,27,537,323,233,,,,893,620,4.97,104,1,2,3369,1325,29,534,275,384,,0.92,Baltimore Orioles,Union Park,143000,102,102,BLN,BLN,BLN
1893,NL,BRO,LAD,,7,130,,65,63,,,N,,775,4511,1200,173,83,45,473,296,213,,,,845,583,4.55,109,3,3,3462,1262,41,547,297,385,,0.93,Brooklyn Grooms,Eastern Park,235000,95,95,BRO,BRO,BRO
1893,NL,BSN,ATL,,1,131,,86,43,,,Y,,1008,4678,1358,178,50,65,561,292,243,,,,795,572,4.43,114,2,2,3489,1314,66,402,253,353,,0.93,Boston Beaneaters,South End Grounds II,193300,108,106,BSN,BSN,BSN
1893,NL,CHN,CHC,,9,128,,56,71,,,N,,829,4664,1299,186,93,32,465,262,255,,,,874,597,4.81,101,4,5,3351,1278,26,553,273,421,,0.92,Chicago Colts,South Side Park I,223500,103,104,CHC,CHN,CHN
1893,NL,CIN,CIN,,6,131,,65,63,,,N,,759,4617,1195,161,65,29,532,256,238,,,,814,593,4.55,97,4,5,3516,1305,38,549,258,321,,0.94,Cincinnati Reds,League Park I in Cincinnati,194250,102,103,CIN,CIN,CIN
1893,NL,CL4,CLV,,3,129,,73,55,,,N,,976,4747,1425,222,98,32,532,229,252,,,,839,532,4.2,110,2,2,3420,1361,35,356,242,389,,0.93,Cleveland Spiders,League Park I,130000,106,105,CLV,CL4,CL4
1893,NL,LS3,LOU,,11,126,,50,75,,,N,,759,4566,1185,177,73,19,485,306,203,,,,942,708,5.9,113,4,1,3240,1431,38,479,190,328,,0.93,Louisville Colonels,Eclipse Park II,53683,92,94,LOU,LS3,LS3
1893,NL,NY1,SFG,,5,136,,68,64,,,N,,941,4858,1424,182,101,61,504,279,299,,,,845,577,4.29,111,6,4,3633,1271,36,581,395,432,,0.92,New York Giants,Polo Grounds III,290000,101,100,NYG,NY1,NY1
1893,NL,PHI,PHI,,4,133,,72,57,,,N,,1011,5151,1553,246,90,80,468,335,202,,,,841,618,4.68,107,4,2,3567,1359,30,521,283,318,,0.94,Philadelphia Phillies,Philadelphia Baseball Grounds,293019,102,101,PHI,PHI,PHI
1893,NL,PIT,PIT,,2,131,,81,48,,,N,,970,4834,1447,176,127,37,537,273,210,,,,766,529,4.08,104,8,2,3501,1232,29,504,280,346,,0.93,Pittsburgh Pirates,Exposition Park,184000,98,98,PIT,PIT,PIT
1893,NL,SLN,STL,,10,135,,57,75,,,N,,745,4879,1288,152,98,10,524,251,250,,,,829,544,4.06,114,3,4,3621,1292,38,542,301,398,,0.93,St. Louis Browns,Robison Field,195000,100,101,STL,SLN,SLN
1893,NL,WAS,WAS,,12,130,,40,89,,,N,,722,4742,1260,180,83,23,524,237,154,,,,1032,704,5.56,110,2,0,3417,1485,54,574,292,497,,0.91,Washington Senators,Boundary Field,90000,97,99,WHS,WSN,WSN
1894,NL,BLN,BLO,,1,129,,89,39,,,Y,,1171,4799,1647,271,150,33,516,200,324,,,,819,620,5,97,1,11,3348,1371,31,472,275,293,,0.94,Baltimore Orioles,Union Park,328000,104,103,BLN,BLN,BLN
1894,NL,BRO,LAD,,5,134,,70,61,,,N,,1021,4816,1507,228,130,42,466,294,282,,,,1007,711,5.51,105,3,5,3486,1447,41,555,285,390,,0.92,Brooklyn Grooms,Eastern Park,214000,93,93,BRO,BRO,BRO
1894,NL,BSN,ATL,,3,133,,83,49,,,N,,1220,5011,1658,272,94,103,535,261,241,,,,1002,701,5.41,108,3,1,3498,1529,89,411,262,415,,0.92,Boston Beaneaters,South End Grounds II / Congress Street Grounds / South End Grounds III,152800,113,111,BSN,BSN,BSN
1894,NL,CHN,CHC,,8,135,,57,75,,,N,,1041,4960,1555,265,86,65,496,298,327,,,,1066,725,5.68,117,0,0,3444,1561,43,557,281,452,,0.91,Chicago Colts,West Side Park II,239000,106,106,CHC,CHN,CHN
1894,NL,CIN,CIN,,10,132,,55,75,,,N,,910,4671,1374,224,67,61,508,252,215,,,,1085,763,5.99,110,4,3,3441,1585,85,491,219,420,,0.92,Cincinnati Reds,League Park II in Cincinnati,158000,103,104,CIN,CIN,CIN
1894,NL,CL4,CLV,,6,130,,68,61,,,N,,932,4764,1442,241,90,37,471,301,220,,,,896,621,4.97,106,6,1,3372,1390,54,435,254,344,,0.93,Cleveland Spiders,League Park I,82000,104,103,CLV,CL4,CL4
1894,NL,LS3,LOU,,12,130,,36,94,,,N,,692,4482,1206,173,88,42,350,364,217,,,,1001,664,5.45,113,2,1,3288,1462,39,475,258,428,,0.92,Louisville Colonels,Eclipse Park II,75000,93,96,LOU,LS3,LS3
1894,NL,NY1,SFG,,2,137,,88,44,,,N,,940,4806,1446,197,96,43,476,217,319,,,,789,516,3.83,111,5,5,3636,1292,37,539,395,443,,0.92,New York Giants,Polo Grounds III,387000,99,99,NYG,NY1,NY1
1894,NL,PHI,PHI,,4,129,,71,57,,,N,,1143,4967,1732,252,131,40,496,245,273,,,,966,704,5.63,102,3,4,3375,1482,62,469,262,338,,0.93,Philadelphia Phillies,Philadelphia Baseball Grounds,352773,96,94,PHI,PHI,PHI
1894,NL,PIT,PIT,,7,132,,65,65,,,N,,955,4676,1458,222,124,48,434,208,256,,,,972,724,5.6,106,2,0,3492,1552,39,457,304,354,,0.93,Pittsburgh Pirates,Exposition Park,159000,99,98,PIT,PIT,PIT
1894,NL,SLN,STL,,9,133,,56,76,,,N,,771,4610,1320,171,113,54,442,289,190,,,,953,682,5.29,114,2,0,3483,1418,48,500,319,426,,0.92,St. Louis Browns,Robison Field,155000,100,102,STL,SLN,SLN
1894,NL,WAS,WAS,,11,132,,45,87,,,N,,882,4581,1317,218,118,59,617,375,249,,,,1122,678,5.51,101,0,4,3321,1573,59,446,190,499,,0.9,Washington Senators,Boundary Field,125000,97,99,WHS,WSN,WSN
1895,NL,BLN,BLO,,1,132,,87,43,,,Y,,1009,4725,1530,235,89,25,355,243,310,,,,646,479,3.8,104,10,4,3402,1216,31,430,244,288,,0.94,Baltimore Orioles,Union Park,293000,103,100,BLN,BLN,BLN
1895,NL,BRO,LAD,,5,133,,71,60,,,N,,867,4717,1330,189,77,39,397,318,183,,,,834,631,4.94,103,5,6,3450,1360,41,395,216,325,,0.94,Brooklyn Grooms,Eastern Park,230000,92,92,BRO,BRO,BRO
1895,NL,BSN,ATL,,6,132,,71,60,,,N,,907,4715,1369,197,57,54,500,236,199,,,,826,557,4.27,116,4,4,3525,1364,56,363,370,364,,0.93,Boston Beaneaters,South End Grounds III,242000,105,104,BSN,BSN,BSN
1895,NL,CHN,CHC,,4,133,,72,58,,,N,,866,4708,1401,171,85,55,422,344,260,,,,854,597,4.67,119,3,1,3450,1422,38,432,297,401,,0.92,Chicago Colts,West Side Park II,382300,107,107,CHC,CHN,CHN
1895,NL,CIN,CIN,,8,132,,66,64,,,N,,903,4684,1395,235,105,36,414,249,326,,,,854,613,4.81,97,2,6,3441,1451,39,362,245,377,,0.93,Cincinnati Reds,League Park II in Cincinnati,281000,104,104,CIN,CIN,CIN
1895,NL,CL4,CLV,,2,131,,84,46,,,N,,917,4658,1423,194,67,29,472,361,187,,,,720,497,3.91,108,6,3,3429,1272,33,346,326,348,,0.93,Cleveland Spiders,League Park I,143000,106,104,CLV,CL4,CL4
1895,NL,LS3,LOU,,12,133,,35,96,,,N,,698,4724,1320,171,73,34,346,323,156,,,,1090,732,5.9,104,3,1,3351,1520,40,470,245,477,,0.91,Louisville Colonels,Eclipse Park II,92000,94,97,LOU,LS3,LS3
1895,NL,NY1,SFG,,9,132,,66,65,,,N,,852,4605,1324,191,90,32,454,292,292,,,,834,575,4.51,115,6,1,3441,1359,34,415,409,438,,0.92,New York Giants,Polo Grounds III,240000,98,97,NYG,NY1,NY1
1895,NL,PHI,PHI,,3,133,,78,53,,,N,,1068,5037,1664,272,73,61,463,262,276,,,,957,706,5.47,106,2,7,3483,1467,36,485,330,369,,0.93,Philadelphia Phillies,Baker Bowl,474971,100,100,PHI,PHI,PHI
1895,NL,PIT,PIT,,7,134,,71,61,,,N,,811,4645,1349,190,89,26,376,299,257,,,,787,527,4.05,106,4,6,3513,1263,17,500,382,392,,0.93,Pittsburgh Pirates,Exposition Park,188000,95,95,PIT,PIT,PIT
1895,NL,SLN,STL,,11,135,,39,92,,,N,,747,4781,1344,155,88,38,384,279,205,,,,1032,737,5.76,105,1,1,3456,1562,64,439,280,380,,0.93,St. Louis Browns,Robison Field,170000,99,101,STL,SLN,SLN
1895,NL,WAS,WAS,,10,132,,43,85,,,N,,837,4577,1314,207,101,55,518,396,237,,,,1048,646,5.28,99,0,5,3303,1507,55,465,258,444,,0.91,Washington Senators,Boundary Field,153000,99,101,WHS,WSN,WSN
1896,NL,BLN,BLO,,1,132,,90,39,,,Y,,995,4719,1548,207,100,23,386,201,441,,,,662,476,3.67,115,9,1,3504,1281,22,339,302,296,,0.94,Baltimore Orioles,Union Park,249448,102,98,BLN,BLN,BLN
1896,NL,BRO,LAD,,10,133,,58,73,,,N,,692,4548,1292,174,87,28,344,269,198,,,,764,540,4.25,97,3,1,3432,1353,39,400,259,297,,0.94,Brooklyn Bridegrooms,Eastern Park,201000,94,95,BRO,BRO,BRO
1896,NL,BSN,ATL,,4,132,,74,57,,,N,,860,4717,1416,175,74,36,414,274,241,,,,761,485,3.78,110,6,3,3465,1254,57,397,277,368,,0.93,Boston Beaneaters,South End Grounds III,240000,106,104,BSN,BSN,BSN
1896,NL,CHN,CHC,,5,132,,71,57,,,N,,815,4582,1311,182,97,34,409,290,332,,,,799,569,4.41,118,2,1,3483,1302,30,467,353,367,,0.93,Chicago Colts,West Side Park II,317500,104,104,CHC,CHN,CHN
1896,NL,CIN,CIN,,3,128,,77,50,,,N,,783,4360,1283,204,73,20,382,226,350,,,,620,452,3.67,105,12,4,3324,1240,27,310,219,252,,0.95,Cincinnati Reds,League Park II in Cincinnati,373000,107,106,CIN,CIN,CIN
1896,NL,CL4,CLV,,2,135,,80,48,,,N,,840,4856,1463,207,72,28,436,316,175,,,,650,459,3.46,113,9,5,3585,1363,27,280,336,280,,0.95,Cleveland Spiders,League Park I,152000,106,104,CLV,CL4,CL4
1896,NL,LS3,LOU,,12,134,,38,93,,,N,,653,4588,1197,142,80,37,371,427,195,,,,997,653,5.12,108,1,4,3444,1398,48,541,288,475,,0.91,Louisville Colonels,Eclipse Park II,133000,96,99,LOU,LS3,LS3
1896,NL,NY1,SFG,,7,133,,64,67,,,N,,829,4661,1383,159,87,40,439,271,274,,,,821,573,4.54,104,1,2,3408,1303,33,403,312,365,,0.93,New York Giants,Polo Grounds III,274000,97,96,NYG,NY1,NY1
1896,NL,PHI,PHI,,8,130,,62,68,,,N,,890,4680,1382,234,84,49,438,297,191,,,,891,645,5.2,107,3,2,3351,1473,39,387,243,313,,0.94,Philadelphia Phillies,Baker Bowl,357025,99,99,PHI,PHI,PHI
1896,NL,PIT,PIT,,6,131,,66,63,,,N,,787,4701,1371,169,94,27,387,286,217,,,,741,554,4.3,108,8,1,3477,1286,18,439,362,317,,0.94,Pittsburgh Pirates,Exposition Park,197000,96,96,PIT,PIT,PIT
1896,NL,SLN,STL,,11,131,,40,90,,,N,,593,4520,1162,134,78,37,332,300,185,,,,929,669,5.33,115,1,1,3390,1448,40,456,279,345,,0.93,St. Louis Browns,Robison Field,184000,96,100,STL,SLN,SLN
1896,NL,WAS,WAS,,9,133,,58,73,,,N,,818,4639,1328,179,79,45,516,365,258,,,,920,582,4.61,106,2,3,3408,1435,24,435,292,398,,0.92,Washington Senators,Boundary Field,223000,100,101,WHS,WSN,WSN
1897,NL,BLN,BLO,,2,136,,90,40,,,N,,964,4872,1584,243,66,19,437,256,401,,,,674,472,3.55,118,3,0,3591,1296,18,382,361,277,,0.95,Baltimore Orioles,Union Park,273046,100,97,BLN,BLN,BLN
1897,NL,BRO,LAD,,7,136,,61,71,,,N,,802,4810,1343,202,72,24,351,255,187,,,,845,610,4.6,114,4,2,3582,1417,34,410,256,364,,0.93,Brooklyn Bridegrooms,Eastern Park,220831,94,95,BRO,BRO,BRO
1897,NL,BSN,ATL,,1,135,,93,39,,,Y,,1025,4937,1574,230,83,45,423,262,233,,,,665,484,3.65,115,8,7,3582,1273,39,393,329,272,,0.95,Boston Beaneaters,South End Grounds III,334800,106,104,BSN,BSN,BSN
1897,NL,CHN,CHC,,9,138,,59,73,,,N,,832,4803,1356,189,97,38,430,317,264,,,,894,602,4.53,131,2,1,3591,1485,30,433,361,394,,0.93,Chicago Colts,West Side Park II,327160,104,104,CHC,CHN,CHN
1897,NL,CIN,CIN,,4,134,,76,56,,,N,,763,4524,1311,219,69,22,380,218,194,,,,705,525,4.09,100,4,2,3468,1375,18,329,270,273,,0.94,Cincinnati Reds,League Park II in Cincinnati,336800,107,106,CIN,CIN,CIN
1897,NL,CL4,CLV,,5,132,,69,62,,,N,,773,4604,1374,192,88,16,435,344,181,,,,680,491,3.95,111,6,0,3357,1297,32,289,277,257,,0.95,Cleveland Spiders,League Park I,115250,110,109,CLV,CL4,CL4
1897,NL,LS3,LOU,,11,134,,52,78,,,N,,669,4520,1197,160,70,40,370,453,195,,,,859,559,4.42,114,2,0,3414,1363,39,459,267,395,,0.92,Louisville Colonels,Eclipse Park II,145210,97,99,LOU,LS3,LS3
1897,NL,NY1,SFG,,3,137,,83,48,,,N,,895,4844,1449,188,84,31,404,327,328,,,,695,458,3.47,118,8,3,3561,1214,26,486,456,397,,0.93,New York Giants,Polo Grounds III,390340,97,96,NYG,NY1,NY1
1897,NL,PHI,PHI,,10,134,,55,77,,,N,,752,4756,1392,213,83,40,399,299,163,,,,792,590,4.6,115,4,2,3465,1415,28,364,253,296,,0.94,Philadelphia Phillies,Baker Bowl,290027,97,97,PHI,PHI,PHI
1897,NL,PIT,PIT,,8,135,,60,71,,,N,,676,4590,1266,140,108,25,359,334,170,,,,835,598,4.67,112,2,2,3459,1397,22,318,342,346,,0.93,Pittsburgh Pirates,Exposition Park,165950,96,97,PIT,PIT,PIT
1897,NL,SLN,STL,,12,132,,29,102,,,N,,588,4642,1277,149,67,31,354,314,172,,,,1083,778,6.21,109,1,1,3381,1584,54,453,207,375,,0.93,St. Louis Browns,Robison Field,136400,98,102,STL,SLN,SLN
1897,NL,WAS,WAS,,6,135,,61,71,,,N,,781,4636,1376,194,77,36,374,348,208,,,,793,511,4.01,102,7,6,3444,1383,27,400,348,369,,0.93,Washington Senators,Boundary Field,151028,99,101,WHS,WSN,WSN
1898,NL,BLN,BLO,,2,154,,96,53,,,N,,933,5242,1584,154,77,12,519,316,250,,,,623,426,2.9,138,12,0,3969,1236,17,400,422,326,,0.94,Baltimore Orioles,Union Park,123416,102,99,BLN,BLN,BLN
1898,NL,BRO,LAD,,10,149,,54,91,,,N,,638,5126,1314,156,66,17,328,314,130,,,,811,578,4.01,134,1,0,3894,1446,34,476,294,334,,0.94,Brooklyn Bridegrooms,Washington Park III,122514,100,99,BRO,BRO,BRO
1898,NL,BSN,ATL,,1,152,,102,47,,,Y,,872,5276,1531,190,55,53,405,303,172,,,,614,444,2.98,127,9,8,4020,1186,37,470,432,299,,0.95,Boston Beaneaters,South End Grounds III,229275,105,102,BSN,BSN,BSN
1898,NL,CHN,CHC,,4,152,,85,65,,,N,,828,5219,1431,175,84,18,476,394,220,,,,679,422,2.83,137,13,0,4026,1357,17,364,323,412,,0.93,Chicago Orphans,West Side Park II,424352,100,99,CHC,CHN,CHN
1898,NL,CIN,CIN,,3,157,,92,60,,,N,,831,5334,1448,207,101,19,455,300,165,,,,740,539,3.5,131,10,2,4155,1484,16,449,294,325,,0.95,Cincinnati Reds,League Park II in Cincinnati,336378,107,106,CIN,CIN,CIN
1898,NL,CL4,CLV,,5,156,,81,68,,,N,,730,5246,1379,162,56,18,545,306,93,,,,683,474,3.2,142,9,0,4002,1429,26,309,339,296,,0.95,Cleveland Spiders,League Park I,70496,96,95,CLV,CL4,CL4
1898,NL,LS3,LOU,,9,154,,70,81,,,N,,728,5193,1389,150,71,32,375,429,235,,,,833,628,4.24,137,4,0,4002,1457,33,470,271,382,,0.93,Louisville Colonels,Eclipse Park II,128980,99,99,LOU,LS3,LS3
1898,NL,NY1,SFG,,7,157,,77,73,,,N,,837,5349,1422,190,86,34,428,372,214,,,,800,517,3.44,141,9,1,4059,1359,21,587,558,447,,0.93,New York Giants,Polo Grounds III,265414,97,96,NYG,NY1,NY1
1898,NL,PHI,PHI,,6,150,,78,71,,,N,,823,5118,1431,238,81,33,472,382,182,,,,784,532,3.72,129,10,0,3864,1440,23,399,325,379,,0.93,Philadelphia Phillies,Baker Bowl,265414,96,95,PHI,PHI,PHI
1898,NL,PIT,PIT,,8,152,,72,76,,,N,,634,5087,1313,140,88,14,336,343,107,,,,694,501,3.41,131,10,3,3969,1400,14,346,330,340,,0.94,Pittsburgh Pirates,Exposition Park,150900,98,99,PIT,PIT,PIT
1898,NL,SLN,STL,,12,154,,39,111,,,N,,571,5214,1290,149,55,13,383,402,104,,,,929,666,4.53,133,0,2,3972,1584,32,372,288,388,,0.93,St. Louis Browns,Robison Field,151700,102,105,STL,SLN,SLN
1898,NL,WAS,WAS,,11,155,,51,101,,,N,,704,5257,1423,177,80,36,370,386,197,,,,939,656,4.52,129,0,1,3921,1577,29,450,371,442,,0.92,Washington Senators,Boundary Field,103250,100,101,WHS,WSN,WSN
1899,NL,BLN,BLO,,4,152,,86,62,,,N,,827,5073,1509,204,71,17,418,383,364,,,,691,480,3.31,132,10,4,3912,1403,13,349,294,308,,0.94,Baltimore Orioles,Union Park,121935,105,103,BLN,BLN,BLN
1899,NL,BRO,LAD,,1,150,,101,47,,,Y,,892,4937,1436,178,97,27,477,263,271,,,,658,458,3.25,121,9,9,3807,1320,32,463,331,314,,0.94,Brooklyn Superbas,Washington Park III,269641,102,102,BRO,BRO,BRO
1899,NL,BSN,ATL,,2,153,,95,57,,,N,,858,5290,1517,178,90,39,431,269,185,,,,645,488,3.26,138,13,4,4044,1273,44,432,385,295,,0.95,Boston Beaneaters,South End Grounds III,200384,109,108,BSN,BSN,BSN
1899,NL,CHN,CHC,,8,152,,75,73,,,N,,812,5148,1428,173,82,27,406,342,247,,,,763,498,3.37,147,8,1,3993,1433,20,330,313,428,,0.93,Chicago Orphans,West Side Park II,352130,97,97,CHC,CHN,CHN
1899,NL,CIN,CIN,,6,156,,83,67,,,N,,856,5225,1439,194,105,13,485,295,228,,,,770,560,3.7,130,8,5,4083,1484,26,370,360,339,,0.94,Cincinnati Reds,League Park II in Cincinnati,259536,102,102,CIN,CIN,CIN
1899,NL,CL4,CLV,,12,154,,20,134,,,N,,529,5279,1333,142,50,12,289,280,127,,,,1252,895,6.37,138,0,0,3792,1844,43,527,215,388,,0.93,Cleveland Spiders,League Park I,6088,89,96,CLV,CL4,CL4
